STATE/UT,YEAR,CRIME HEAD,Male 16-18 years,Female 16-18 years,Total 16-18 years,Male 18-30 years,Female 18-30 years,Total 18-30 years,Male 30-50 years,Female 30-50 years,Total 30-50 years,Male Above 50 years,Female Above 50 years,Total Above 50 years,Total Male,Total Female,Grand Total
UTTARANCHAL,2008,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2008,OTHER IPC CRIMES,0,0,0,6,0,6,13,0,13,4,0,4,23,0,23
UTTARANCHAL,2008,TOTAL IPC,0,0,0,306,7,313,425,21,446,270,2,272,1001,30,1031
UTTARANCHAL,2009,MURDER,0,0,0,130,0,130,233,4,237,207,6,213,570,10,580
UTTARANCHAL,2009,ATTEMPT TO COMMIT MURDER,0,0,0,31,1,32,19,0,19,31,0,31,81,1,82
UTTARANCHAL,2009,C.H. NOT AMOUNTING TO MURDER,0,0,0,36,3,39,21,0,21,20,1,21,77,4,81
UTTARANCHAL,2009,RAPE,0,0,0,21,0,21,30,0,30,11,0,11,62,0,62
UTTARANCHAL,2009,KIDNAPPING AND ABDUCTION,0,0,0,10,0,10,16,2,18,13,0,13,39,2,41
UTTARANCHAL,2009,DACOITY,0,0,0,11,1,12,12,0,12,8,0,8,31,1,32
UTTARANCHAL,2009,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2009,ROBBERY,0,0,0,4,0,4,11,0,11,0,0,0,15,0,15
UTTARANCHAL,2009,BURGLARY,0,0,0,7,0,7,14,3,17,5,0,5,26,3,29
UTTARANCHAL,2009,THEFTS,0,0,0,17,2,19,25,1,26,0,0,0,42,3,45
UTTARANCHAL,2009,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2009,RIOTS,0,0,0,6,0,6,12,2,14,0,0,0,18,2,20
UTTARANCHAL,2009,ARSON,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
UTTARANCHAL,2009,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,16,0,16,4,0,4,20,0,20
UTTARANCHAL,2009,CHEATING,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
UTTARANCHAL,2009,COUNTER FEITING,0,0,0,2,0,2,3,0,3,0,0,0,5,0,5
UTTARANCHAL,2009,DOWRY DEATHS,0,0,0,21,1,22,18,5,23,7,0,7,46,6,52
UTTARANCHAL,2009,MOLESTATION,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
UTTARANCHAL,2009,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2009,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,0,0,0,4,0,4,4,0,4,8,0,8
UTTARANCHAL,2009,OTHER IPC CRIMES,0,0,0,6,0,6,5,0,5,5,0,5,16,0,16
UTTARANCHAL,2009,TOTAL IPC,0,0,0,302,8,310,447,17,464,317,7,324,1066,32,1098
UTTARANCHAL,2010,MURDER,0,0,0,132,1,133,276,8,284,205,4,209,613,13,626
UTTARANCHAL,2010,ATTEMPT TO COMMIT MURDER,0,0,0,39,0,39,33,1,34,28,0,28,100,1,101
UTTARANCHAL,2010,C.H. NOT AMOUNTING TO MURDER,0,0,0,18,0,18,22,2,24,15,2,17,55,4,59
UTTARANCHAL,2010,RAPE,0,0,0,41,0,41,17,0,17,15,0,15,73,0,73
UTTARANCHAL,2010,KIDNAPPING AND ABDUCTION,0,0,0,10,0,10,16,0,16,10,0,10,36,0,36
UTTARANCHAL,2010,DACOITY,0,0,0,3,0,3,15,0,15,5,0,5,23,0,23
UTTARANCHAL,2010,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2010,ROBBERY,0,0,0,4,0,4,17,0,17,7,0,7,28,0,28
UTTARANCHAL,2010,BURGLARY,0,0,0,11,0,11,1,5,6,0,0,0,12,5,17
UTTARANCHAL,2010,THEFTS,0,0,0,37,0,37,22,1,23,4,0,4,63,1,64
UTTARANCHAL,2010,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2010,RIOTS,0,0,0,0,0,0,4,3,7,0,0,0,4,3,7
UTTARANCHAL,2010,ARSON,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
UTTARANCHAL,2010,CRIMINAL BREACH OF TRUST,0,0,0,8,0,8,6,0,6,3,2,5,17,2,19
UTTARANCHAL,2010,CHEATING,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
UTTARANCHAL,2010,COUNTER FEITING,0,0,0,3,0,3,2,0,2,0,0,0,5,0,5
UTTARANCHAL,2010,DOWRY DEATHS,0,0,0,29,4,33,20,6,26,6,3,9,55,13,68
UTTARANCHAL,2010,MOLESTATION,0,0,0,12,0,12,4,0,4,0,0,0,16,0,16
UTTARANCHAL,2010,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2010,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,21,3,24,3,0,3,0,0,0,24,3,27
UTTARANCHAL,2010,OTHER IPC CRIMES,0,0,0,8,0,8,3,0,3,0,0,0,11,0,11
UTTARANCHAL,2010,TOTAL IPC,0,0,0,376,8,384,463,26,489,299,11,310,1138,45,1183
UTTARANCHAL,2011,MURDER,0,0,0,8,2,10,510,12,522,170,12,182,688,26,714
UTTARANCHAL,2011,ATTEMPT TO COMMIT MURDER,0,0,0,12,0,12,117,2,119,70,1,71,199,3,202
UTTARANCHAL,2011,C.H. NOT AMOUNTING TO MURDER,0,0,0,12,0,12,59,2,61,62,1,63,133,3,136
UTTARANCHAL,2011,RAPE,0,0,0,11,0,11,31,0,31,33,1,34,75,1,76
UTTARANCHAL,2011,KIDNAPPING AND ABDUCTION,0,0,0,13,0,13,32,1,33,24,1,25,69,2,71
UTTARANCHAL,2011,DACOITY,0,0,0,11,0,11,4,0,4,12,1,13,27,1,28
UTTARANCHAL,2011,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,5,0,5,4,1,5,9,1,10
UTTARANCHAL,2011,ROBBERY,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
UTTARANCHAL,2011,BURGLARY,0,0,0,0,0,0,3,2,5,3,1,4,6,3,9
UTTARANCHAL,2011,THEFTS,0,0,0,4,0,4,3,1,4,4,1,5,11,2,13
UTTARANCHAL,2011,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2011,RIOTS,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
UTTARANCHAL,2011,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2011,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2011,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2011,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2011,DOWRY DEATHS,0,0,0,6,0,6,65,7,72,50,8,58,121,15,136
UTTARANCHAL,2011,MOLESTATION,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
UTTARANCHAL,2011,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2011,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,2,0,2,0,0,0,3,0,3,5,0,5
UTTARANCHAL,2011,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2011,TOTAL IPC,0,0,0,82,2,84,831,27,858,435,28,463,1348,57,1405
UTTARANCHAL,2012,MURDER,0,0,0,164,3,167,322,11,333,241,4,245,727,18,745
UTTARANCHAL,2012,ATTEMPT TO COMMIT MURDER,0,0,0,52,0,52,39,0,39,25,0,25,116,0,116
UTTARANCHAL,2012,C.H. NOT AMOUNTING TO MURDER,0,0,0,22,0,22,23,3,26,12,0,12,57,3,60
UTTARANCHAL,2012,RAPE,0,0,0,48,0,48,21,0,21,16,0,16,85,0,85
UTTARANCHAL,2012,KIDNAPPING AND ABDUCTION,0,0,0,12,0,12,18,0,18,11,0,11,41,0,41
UTTARANCHAL,2012,DACOITY,0,0,0,4,0,4,12,0,12,8,0,8,24,0,24
UTTARANCHAL,2012,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
UTTARANCHAL,2012,ROBBERY,0,0,0,8,0,8,22,0,22,9,0,9,39,0,39
UTTARANCHAL,2012,BURGLARY,0,0,0,12,0,12,11,0,11,3,0,3,26,0,26
UTTARANCHAL,2012,THEFTS,0,0,0,42,0,42,22,4,26,8,0,8,72,4,76
UTTARANCHAL,2012,EXTORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2012,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2012,ARSON,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
UTTARANCHAL,2012,CRIMINAL BREACH OF TRUST,0,0,0,10,0,10,8,0,8,5,3,8,23,3,26
UTTARANCHAL,2012,CHEATING,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
UTTARANCHAL,2012,COUNTER FEITING,0,0,0,3,0,3,2,0,2,0,0,0,5,0,5
UTTARANCHAL,2012,DOWRY DEATHS,0,0,0,42,8,50,22,9,31,6,2,8,70,19,89
UTTARANCHAL,2012,MOLESTATION,0,0,0,11,0,11,2,0,2,0,0,0,13,0,13
UTTARANCHAL,2012,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARANCHAL,2012,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,24,5,29,3,0,3,0,0,0,27,5,32
UTTARANCHAL,2012,OTHER IPC CRIMES,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
UTTARANCHAL,2012,TOTAL IPC,0,0,0,461,16,477,530,27,557,344,9,353,1335,52,1387
WEST BENGAL,2001,MURDER,1,0,1,371,5,376,614,12,626,166,6,172,1152,23,1175
WEST BENGAL,2001,ATTEMPT TO COMMIT MURDER,2,0,2,37,2,39,51,6,57,4,0,4,94,8,102
WEST BENGAL,2001,C.H. NOT AMOUNTING TO MURDER,0,0,0,35,2,37,43,7,50,12,0,12,90,9,99
WEST BENGAL,2001,RAPE,7,0,7,46,0,46,40,0,40,6,0,6,99,0,99
WEST BENGAL,2001,KIDNAPPING AND ABDUCTION,0,0,0,8,0,8,8,0,8,1,0,1,17,0,17
WEST BENGAL,2001,DACOITY,4,0,4,75,2,77,87,5,92,9,0,9,175,7,182
WEST BENGAL,2001,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,4,0,4,3,0,3,1,0,1,8,0,8
WEST BENGAL,2001,ROBBERY,0,0,0,11,0,11,12,0,12,1,0,1,24,0,24
WEST BENGAL,2001,BURGLARY,0,0,0,1,0,1,3,0,3,0,0,0,4,0,4
WEST BENGAL,2001,THEFTS,5,0,5,51,5,56,41,5,46,15,0,15,112,10,122
WEST BENGAL,2001,EXTORTION,0,0,0,5,0,5,2,0,2,0,0,0,7,0,7
WEST BENGAL,2001,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2001,ARSON,0,0,0,2,0,2,3,0,3,0,0,0,5,0,5
WEST BENGAL,2001,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2001,CHEATING,0,0,0,2,0,2,3,0,3,0,0,0,5,0,5
WEST BENGAL,2001,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2001,DOWRY DEATHS,0,0,0,2,0,2,5,0,5,2,0,2,9,0,9
WEST BENGAL,2001,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2001,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2001,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,10,0,10,13,3,16,2,0,2,25,3,28
WEST BENGAL,2001,OTHER IPC CRIMES,0,0,0,20,0,20,13,7,20,1,0,1,34,7,41
WEST BENGAL,2001,TOTAL IPC,19,0,19,680,16,696,941,45,986,220,6,226,1860,67,1927
WEST BENGAL,2002,MURDER,0,0,0,458,2,460,532,25,557,152,15,167,1142,42,1184
WEST BENGAL,2002,ATTEMPT TO COMMIT MURDER,0,0,0,47,0,47,85,2,87,4,1,5,136,3,139
WEST BENGAL,2002,C.H. NOT AMOUNTING TO MURDER,0,0,0,32,0,32,39,6,45,4,0,4,75,6,81
WEST BENGAL,2002,RAPE,1,0,1,44,0,44,19,0,19,4,0,4,68,0,68
WEST BENGAL,2002,KIDNAPPING AND ABDUCTION,0,0,0,9,0,9,10,2,12,1,0,1,20,2,22
WEST BENGAL,2002,DACOITY,1,0,1,55,0,55,43,2,45,8,0,8,107,2,109
WEST BENGAL,2002,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,7,0,7,3,0,3,1,0,1,11,0,11
WEST BENGAL,2002,ROBBERY,0,0,0,15,0,15,20,0,20,0,0,0,35,0,35
WEST BENGAL,2002,BURGLARY,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3
WEST BENGAL,2002,THEFTS,0,0,0,23,0,23,30,2,32,1,0,1,54,2,56
WEST BENGAL,2002,EXTORTION,0,0,0,3,0,3,2,0,2,0,0,0,5,0,5
WEST BENGAL,2002,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2002,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2002,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2002,CHEATING,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3
WEST BENGAL,2002,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2002,DOWRY DEATHS,0,0,0,34,2,36,34,6,40,2,7,9,70,15,85
WEST BENGAL,2002,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2002,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2002,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,18,0,18,18,1,19,11,2,13,47,3,50
WEST BENGAL,2002,OTHER IPC CRIMES,0,0,0,29,7,36,24,0,24,3,0,3,56,7,63
WEST BENGAL,2002,TOTAL IPC,2,0,2,778,11,789,861,46,907,191,25,216,1832,82,1914
WEST BENGAL,2003,MURDER,0,0,0,380,10,390,830,23,853,141,13,154,1351,46,1397
WEST BENGAL,2003,ATTEMPT TO COMMIT MURDER,0,0,0,108,2,110,96,3,99,26,0,26,230,5,235
WEST BENGAL,2003,C.H. NOT AMOUNTING TO MURDER,0,0,0,33,0,33,49,6,55,12,2,14,94,8,102
WEST BENGAL,2003,RAPE,0,0,0,93,0,93,58,0,58,6,0,6,157,0,157
WEST BENGAL,2003,KIDNAPPING AND ABDUCTION,0,0,0,30,1,31,25,4,29,5,0,5,60,5,65
WEST BENGAL,2003,DACOITY,0,0,0,87,0,87,96,1,97,8,0,8,191,1,192
WEST BENGAL,2003,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,4,0,4,6,0,6,0,0,0,10,0,10
WEST BENGAL,2003,ROBBERY,0,0,0,19,0,19,33,1,34,4,0,4,56,1,57
WEST BENGAL,2003,BURGLARY,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
WEST BENGAL,2003,THEFTS,0,0,0,56,3,59,32,2,34,1,0,1,89,5,94
WEST BENGAL,2003,EXTORTION,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
WEST BENGAL,2003,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2003,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2003,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
WEST BENGAL,2003,CHEATING,0,0,0,2,0,2,8,0,8,0,0,0,10,0,10
WEST BENGAL,2003,COUNTER FEITING,0,0,0,0,0,0,2,0,2,1,0,1,3,0,3
WEST BENGAL,2003,DOWRY DEATHS,0,0,0,10,3,13,35,15,50,11,3,14,56,21,77
WEST BENGAL,2003,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2003,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2003,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,56,3,59,76,6,82,18,4,22,150,13,163
WEST BENGAL,2003,OTHER IPC CRIMES,0,0,0,31,0,31,14,0,14,3,0,3,48,0,48
WEST BENGAL,2003,TOTAL IPC,0,0,0,910,22,932,1365,61,1426,236,22,258,2511,105,2616
WEST BENGAL,2004,MURDER,0,0,0,404,8,412,885,39,924,152,17,169,1441,64,1505
WEST BENGAL,2004,ATTEMPT TO COMMIT MURDER,0,0,0,87,0,87,97,0,97,22,0,22,206,0,206
WEST BENGAL,2004,C.H. NOT AMOUNTING TO MURDER,0,0,0,54,2,56,65,2,67,11,0,11,130,4,134
WEST BENGAL,2004,RAPE,0,0,0,158,0,158,58,0,58,5,0,5,221,0,221
WEST BENGAL,2004,KIDNAPPING AND ABDUCTION,0,0,0,30,2,32,26,3,29,3,0,3,59,5,64
WEST BENGAL,2004,DACOITY,0,0,0,101,2,103,93,2,95,11,0,11,205,4,209
WEST BENGAL,2004,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,3,0,3,5,0,5,0,0,0,8,0,8
WEST BENGAL,2004,ROBBERY,0,0,0,32,0,32,16,1,17,2,0,2,50,1,51
WEST BENGAL,2004,BURGLARY,0,0,0,11,0,11,3,0,3,0,0,0,14,0,14
WEST BENGAL,2004,THEFTS,0,0,0,44,2,46,23,1,24,3,0,3,70,3,73
WEST BENGAL,2004,EXTORTION,0,0,0,1,0,1,2,0,2,0,0,0,3,0,3
WEST BENGAL,2004,RIOTS,0,0,0,9,0,9,0,0,0,0,0,0,9,0,9
WEST BENGAL,2004,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2004,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
WEST BENGAL,2004,CHEATING,0,0,0,3,0,3,13,0,13,2,0,2,18,0,18
WEST BENGAL,2004,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2004,DOWRY DEATHS,0,0,0,50,2,52,37,10,47,10,10,20,97,22,119
WEST BENGAL,2004,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2004,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2004,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,77,4,81,55,6,61,20,6,26,152,16,168
WEST BENGAL,2004,OTHER IPC CRIMES,0,0,0,25,0,25,32,1,33,0,0,0,57,1,58
WEST BENGAL,2004,TOTAL IPC,0,0,0,1089,22,1111,1410,65,1475,243,33,276,2742,120,2862
WEST BENGAL,2005,MURDER,0,0,0,503,18,521,913,4,917,211,16,227,1627,38,1665
WEST BENGAL,2005,ATTEMPT TO COMMIT MURDER,0,0,0,90,0,90,98,0,98,34,0,34,222,0,222
WEST BENGAL,2005,C.H. NOT AMOUNTING TO MURDER,0,0,0,54,2,56,68,0,68,31,0,31,153,2,155
WEST BENGAL,2005,RAPE,0,0,0,80,0,80,30,0,30,2,0,2,112,0,112
WEST BENGAL,2005,KIDNAPPING AND ABDUCTION,0,0,0,44,6,50,45,4,49,4,0,4,93,10,103
WEST BENGAL,2005,DACOITY,0,0,0,40,0,40,47,0,47,19,0,19,106,0,106
WEST BENGAL,2005,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,10,0,10,12,0,12,0,0,0,22,0,22
WEST BENGAL,2005,ROBBERY,0,0,0,28,0,28,23,0,23,0,0,0,51,0,51
WEST BENGAL,2005,BURGLARY,0,0,0,4,0,4,0,0,0,2,0,2,6,0,6
WEST BENGAL,2005,THEFTS,3,0,3,66,4,70,30,10,40,10,0,10,109,14,123
WEST BENGAL,2005,EXTORTION,0,0,0,4,0,4,9,0,9,0,0,0,13,0,13
WEST BENGAL,2005,RIOTS,0,0,0,12,0,12,0,0,0,0,0,0,12,0,12
WEST BENGAL,2005,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2005,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2005,CHEATING,4,0,4,36,0,36,45,0,45,0,0,0,85,0,85
WEST BENGAL,2005,COUNTER FEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2005,DOWRY DEATHS,0,0,0,42,14,56,25,1,26,12,0,12,79,15,94
WEST BENGAL,2005,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2005,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2005,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,62,23,85,75,14,89,31,4,35,168,41,209
WEST BENGAL,2005,OTHER IPC CRIMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2005,TOTAL IPC,7,0,7,1075,67,1142,1420,33,1453,356,20,376,2858,120,2978
WEST BENGAL,2006,MURDER,0,0,0,374,19,393,1034,28,1062,235,19,254,1643,66,1709
WEST BENGAL,2006,ATTEMPT TO COMMIT MURDER,0,0,0,68,2,70,131,7,138,41,4,45,240,13,253
WEST BENGAL,2006,C.H. NOT AMOUNTING TO MURDER,0,0,0,67,4,71,45,6,51,26,6,32,138,16,154
WEST BENGAL,2006,RAPE,0,0,0,103,0,103,91,0,91,19,0,19,213,0,213
WEST BENGAL,2006,KIDNAPPING AND ABDUCTION,0,0,0,34,5,39,31,6,37,6,4,10,71,15,86
WEST BENGAL,2006,DACOITY,0,0,0,55,1,56,81,2,83,11,0,11,147,3,150
WEST BENGAL,2006,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,13,0,13,39,0,39,3,0,3,55,0,55
WEST BENGAL,2006,ROBBERY,0,0,0,17,0,17,16,0,16,0,0,0,33,0,33
WEST BENGAL,2006,BURGLARY,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
WEST BENGAL,2006,THEFTS,0,0,0,45,1,46,19,1,20,6,0,6,70,2,72
WEST BENGAL,2006,EXTORTION,0,0,0,13,0,13,8,0,8,2,0,2,23,0,23
WEST BENGAL,2006,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2006,ARSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2006,CRIMINAL BREACH OF TRUST,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
WEST BENGAL,2006,CHEATING,0,0,0,4,0,4,16,0,16,3,1,4,23,1,24
WEST BENGAL,2006,COUNTER FEITING,0,0,0,1,0,1,3,0,3,0,0,0,4,0,4
WEST BENGAL,2006,DOWRY DEATHS,0,0,0,35,4,39,90,10,100,22,4,26,147,18,165
WEST BENGAL,2006,MOLESTATION,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
WEST BENGAL,2006,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2006,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,0,0,0,28,4,32,145,13,158,25,5,30,198,22,220
WEST BENGAL,2006,OTHER IPC CRIMES,0,0,0,7,0,7,20,0,20,0,0,0,27,0,27
WEST BENGAL,2006,TOTAL IPC,0,0,0,864,40,904,1771,73,1844,401,43,444,3036,156,3192
WEST BENGAL,2007,MURDER,0,0,0,310,18,328,1185,53,1238,358,19,377,1853,90,1943
WEST BENGAL,2007,ATTEMPT TO COMMIT MURDER,0,0,0,116,3,119,104,7,111,68,7,75,288,17,305
WEST BENGAL,2007,C.H. NOT AMOUNTING TO MURDER,0,0,0,57,2,59,71,5,76,31,0,31,159,7,166
WEST BENGAL,2007,RAPE,0,0,0,120,0,120,102,0,102,22,0,22,244,0,244
WEST BENGAL,2007,KIDNAPPING AND ABDUCTION,0,0,0,27,2,29,32,2,34,8,0,8,67,4,71
WEST BENGAL,2007,DACOITY,0,0,0,69,0,69,81,0,81,11,0,11,161,0,161
WEST BENGAL,2007,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,13,0,13,25,0,25,3,0,3,41,0,41
WEST BENGAL,2007,ROBBERY,0,0,0,31,0,31,26,0,26,2,0,2,59,0,59
WEST BENGAL,2007,BURGLARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2007,THEFTS,0,0,0,62,0,62,17,0,17,10,0,10,89,0,89
WEST BENGAL,2007,EXTORTION,0,0,0,13,0,13,11,0,11,3,0,3,27,0,27
WEST BENGAL,2007,RIOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2007,ARSON,0,0,0,1,0,1,10,0,10,0,0,0,11,0,11
WEST BENGAL,2007,CRIMINAL BREACH OF TRUST,0,0,0,13,0,13,5,0,5,0,0,0,18,0,18
WEST BENGAL,2007,CHEATING,0,0,0,5,0,5,15,0,15,2,0,2,22,0,22
WEST BENGAL,2007,COUNTER FEITING,0,0,0,2,0,2,2,0,2,0,0,0,4,0,4
WEST BENGAL,2007,DOWRY DEATHS,1,1,2,25,12,37,47,4,51,35,4,39,108,21,129
WEST BENGAL,2007,MOLESTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2007,EVE-TEASING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2007,CRUELTY BY HUSBAND OR RELATIVE OF HUSBAND,1,1,2,36,6,42,55,12,67,24,5,29,116,24,140
WEST BENGAL,2007,OTHER IPC CRIMES,0,0,0,18,0,18,19,0,19,2,1,3,39,1,40
WEST BENGAL,2007,TOTAL IPC,2,2,4,918,43,961,1807,83,1890,579,36,615,3306,164,3470
WEST BENGAL,2008,MURDER,0,0,0,345,6,351,1514,42,1556,440,29,469,2299,77,2376
WEST BENGAL,2008,ATTEMPT TO COMMIT MURDER,0,0,0,84,1,85,154,8,162,51,1,52,289,10,299
WEST BENGAL,2008,C.H. NOT AMOUNTING TO MURDER,0,0,0,48,1,49,88,1,89,27,1,28,163,3,166
WEST BENGAL,2008,RAPE,0,0,0,137,0,137,134,2,136,36,0,36,307,2,309
WEST BENGAL,2008,KIDNAPPING AND ABDUCTION,0,0,0,46,9,55,38,16,54,9,1,10,93,26,119
WEST BENGAL,2008,DACOITY,0,0,0,76,2,78,134,0,134,12,0,12,222,2,224
WEST BENGAL,2008,PREP. AND ASSEMBLY FOR DACOITY,0,0,0,15,0,15,24,0,24,0,0,0,39,0,39
WEST BENGAL,2008,ROBBERY,0,0,0,35,3,38,63,0,63,9,0,9,107,3,110
WEST BENGAL,2008,BURGLARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,2008,THEFTS,0,0,0,65,7,72,43,0,43,18,0,18,126,7,133
WEST BENGAL,2008,EXTORTION,0,0,0,8,0,8,6,0,6,0,0,0,14,0,14
